"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03"
"Southwest","Chula Vista","CA","San Diego","San Diego",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302499.5,310000,307000,329700,338944,330000,317000,329950,349450,355000,342000,339000,339000,330000,345000,345000,375000,385000,385000,369450,389950,389450,389950,399000,399000,389900,399000,399000,4e+05
"Forest Hills","New York","NY","New York","Queens",76,299000,295000,273331.5,269000,269000,259999.5,259000,259500,269444,279000,270000,269950,269999,259000,269000,264900,264900,259000,255000,254900,259000,255888,250000,250000,250000,250000,249000,255000,249000,249000,249000,249000,249000,250000,255000,253000,249000,249777,255000,255450,258944,258000,255450,258000,259000,253000,259000,253000,249000,259000,259000,267500,267500,269450,269000,275000,275000,269000,259000,265000,279888,295000,3e+05,299000,299000,309000,309000,325000,329000,329000,339000,325000,329500,328000,333000
"West Anaheim","Anaheim","CA","Los Angeles-Long Beach-Anaheim, CA","Orange",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,414950,425000,426000,429900,432950,434950,450000,449500,450000,447000,450000,441499.5,416050,443500,449450,449450,472500,479900,479000,479000,477450,469444,479700,479500,475000,469000,495000,495000
"Pacoima","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304950,310000,315000,329000,320000,319250,329000,312500,299925,305000,3e+05,327000,325000,325000,329000,327998,319900,325000,315000,327450,350000,350000,349000,339500,349999.5,349725,349974.5,354950,360000
"Mira Mesa","San Diego","CA","San Diego","San Diego",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379000,397500,390000,399999.5,395000,410544,359000,395000,427000,415000,435900,434450,437950,429000,432000,419000,469625,443250,449999.5,469900,474900,469000,465000,468000,469900,471999.5,469949.5,486500,499900
"Blossom Valley","San Jose","CA","San Jose","Santa Clara",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,597000,540900,581500,625000,645000,649250,650000,649900,649000,649500,639000,625000,599000,644950,665940,649000,682375,650000,680687.5,699000,698444,692475,675000,659000,639950,644475,678999,699988
"West Rogers Park","Chicago","IL","Chicago","Cook",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166750,156700,143000,149450,144950,144900,142450,135000,145000,149900,159000,165000,153000,169900,160950,159450,159000,157950,151000,159900,159900
"Far Rockaway","New York","NY","New York","Queens",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318000,325000,329000,329000,315000,315000,299000,302000,322000,339900,327000,319000,319000,302499.5,299000,312000,339000,319000,339000,322000,326500,320000,327000,342000,359000,329000,329000,329500,315000
"Cordova-Appling","Memphis","TN","Memphis","Shelby",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136000,139500,129900,132900,136750,139900,139900,139900,139900,139900,139900,139900,139900,139000,129900,135000,140000,139900,144400,148100,141450,138400,133825,124900,126900,132000,139900,136450,136950,139450,139900,141900,149900,149900,149900,149900,144900,144900,144900,145000
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67898,68450,68450,60000,57750,61500,70000,70000,70000,69900,61666.5,62700,57500,55000,55350,63250,64900,65450,66000,70000,69000,74400,74500,74900,69900,65000,64999.5,59900,65000
"Reseda","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390000,390000,380000,399000,396500,402500,405000,405499.5,410000,399994.5,395300,389950,399900,399900,399000,400247,395000,4e+05,419990,425000,427000,425000,435000,439000,439000,439000,423378,422475,419000
"Panorama City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e+05,273450,274950,314500,295000,298975,289000,320000,324900,309950,283944,299000,329000,327000,314950,301750,332500,345000,350000,350000,322450,322450,317500,344949.5,329950,342450
"Cambrian Park","San Jose","CA","San Jose","Santa Clara",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,698000,699000,699000,699000,699000,699000,705000,699000,709925,695000,749444,749888,749000,760000,759000,790000,778500,780000,789000,755000,729000,774000,807500,815000,849000,849950,853375,898500,899000,899000,899000,899000,910400,9e+05,939000,960000
"South Dorchester","Boston","MA","Boston","Suffolk",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289450,279950,299000,319000,3e+05,299000,317000,319000,320950,339400,319500,337500,329900,319000,319000,319000,329000,320450,342950,339000,349000,349900,349000,349450,350000,340000,339000,339000,332000
"Central Southwest","Houston","TX","Houston","Harris",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99950,109000,114450,118000,118000,116250,119900,112000,99950,1e+05,109999.5,111900,117000,114450,126790,125000,130000,128105,129900,129590,124995,118625,119500,118500,119499.5,120999.5,121500,125900,129000,124950,130000,141250,139995,145000,140000,135000,140000,147000,138245,143000
"North Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,397000,387000,392500,399000,399000,415000,424900,424950,409000,409900,407000,399000,404974.5,399450,415000,419500,440000,439000,459000,465000,450000,442000,433874.5,429999,434900,439000,459000,459500
"Midtown","Memphis","TN","Memphis","Shelby",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,78000,65000,73500,82875,81250,89900,97900,91753,82750,87450,84950,76150,67500,67500,73400,69900
"Princess Anne","Virginia Beach","VA","Virginia Beach","Virginia Beach City",92,299950,305000,309000,310000,311700,304950,306000,3e+05,309900,299900,297450,292900,285000,284900,284900,280000,279950,275000,272000,280000,279250,279900,284900,275000,285000,290000,3e+05,299900,309900,308400,304900,299900,286500,289900,319200,315000,314900,326450,339000,349450,325000,327900,339900,335000,345000,329900,325000,329000,340000,330000,350000,340000,341000,347000,351999,359900,370000,359000,354900,361200,357478.5,359900,360000,359609,354000,350000,350000,359900,359900,363450,359000,350000,375000,368525,359900
"Jackson Heights","New York","NY","New York","Queens",93,239000,249000,237000,239000,239000,245000,249000,250000,250000,249000,249000,249000,249000,246750,245000,239000,236500,235000,219000,219000,219000,219000,219000,219000,225000,219000,225000,225000,228000,225000,225000,219000,216650,215000,216250,215000,219000,219000,219000,219000,225000,229000,225000,225000,223000,225000,225000,224000,229000,226944,225000,229000,224000,224790,228000,238500,240000,265000,249000,249000,250000,249000,258250,259000,278000,285000,287000,289000,299000,309000,328844,337250,335000,340000,335000
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,134900,135950,136950,139400,138625,139900,140000,138350,140000,140000,138500,133950,135000,140000,139000,137500,140000,144900,145000,154742,155000,155000,156804,156804,159400,158300,158900,159800,160000,160000
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake",95,225560,224700,225000,224900,225842.5,229000,224900,224365,219900,215865,215000,214900,210050,209900,209900,209900,210000,214900,219900,219742,219900,219900,214900,219900,239900,229900,234950,239900,229900,229999.5,229450,224900,224900,219950,229000,235000,239900,246000,239950,244950,253302.5,259000,259000,258200,245000,250000,250000,245000,244900,249900,239900,249000,259900,256950,247450,259900,258000,260000,259947.5,259900,260000,264900,269000,268500,279900,280000,269900,280000,281250,276497.5,288247.5,289000,295500,280000,299000
"Cedar Crest","Dallas","TX","Dallas-Fort Worth","Dallas",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46750,43200,45000,48500,48000,50000,54900,59000,62999.5,55350.5,49999,55000,58450,61457,63900,62250,61750,69000
"Kingwood Area","Houston","TX","Houston","Harris",97,159900,165000,170950,169900,170000,174995,174700,169999.5,179500,179900,179500,179900,179900,174700,179900,179900,179900,189900,185000,184000,179000,173000,168895,169992.5,169900,184900,184900,182750,194900,196000,199999.5,196450,196500,189450,198000,209450,225000,232000,224900,232450,225495,231990,235000,234639,231400,239900,230000,240000,244995,249990,250495,265990,259999,259900,257749.5,249975,249900,259000,255000,269868,268800,274000,275000,284039,265495,271055.5,284900,274523.5,284686,279930,285710,294580.5,299450,286548.5,284447
"Wilmington","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317500,325000,3e+05,339000,329900,350000,339900,335450,349000,345000,349450,346900,339200,374500,329995,365000,351999.5,354999,350000,359000,359000,352500,358888,369000,367450,359000,357000,365000,379500
"Estrella","Phoenix","AZ","Phoenix","Maricopa",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,150000,149900,149900,150000,149900,150990,150995,154900,155000,152900,154900,149999,149900,149900,152000,155000,157000,156000,160000,161000,165000,168000,165000,165000,165000,166500,167000,169900
"South Belt - Ellington","Houston","TX","Houston","Harris",100,114900,117445,119900,119900,119000,119500,114900,115000,124900,126900,127900,124945,124500,120000,119900,117347,118000,120000,114900,113990,109900,109900,109000,105000,105000,1e+05,103900,105000,101800,105250,110000,114500,112875,114800,124450,123500,124990,124900,124900,125000,129000,127000,124900,127000,129900,135000,129900,128500,129500,135000,140000,144900,137000,139900,139900,143203,143739,147000,142250,145000,143003,145000,149000,154900,155000,155950,159900,160000,159900,166000,165000,170000,175000,179900,179900
"Clear Lake","Houston","TX","Houston","Harris",101,159900,161750,167500,165000,167000,167000,163500,159900,159700,159900,159900,159250,159000,154995,155000,154900,150000,149900,149900,149900,144900,144900,139900,139900,139250,139900,144900,149000,149900,146500,149638.5,158000,164250,159900,156000,152500,149900,157500,159900,157000,161450,165000,165000,164947.5,165250,161900,159900,150000,147150,154900,161700,167888,174700,175000,175200,169900,184200,182000,184700,184350,179400,179900,180000,196900,198000,205000,226900,221000,219500,239900,249500,249500,250000,239194,242250
"Greater Fondren Southwest","Houston","TX","Houston","Harris",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e+05,104900,101500,1e+05,98500,98000,101950,107900,109999,115000,112450,109000,120200,115000,120000,105000,96750,112000,122500,130000,124900,115000,121900,117500,110000,119165,1e+05,114500,120000
"Oxford Circle","Philadelphia","PA","Philadelphia","Philadelphia",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124900,124000,124900,124900,124900,125000,124900,124950,124900,129000,126950,125000,125000,124900,124900,124500,124900,129900,129450,126450,129950,119999,129000,119000,119900,122450,129000,127450,129900,129000,126000,128944,129500,126950,125900,125000,124900,124900,125000
"Flatlands","New York","NY","New York","Kings",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,379000,387000,369000,369450,389000,360000,340000,349000,372450,349000,352999.5,359000,379000,379450,397000,399000,395000,399000,410000,438000,439000,424000,399000,399000,399000,389500,431950,436200
"East Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,171997.5,180000,183372.5,179900,179900,179900,179900,180000,177900,175000,179900,175000,175000,178500,178000,175000,179900,179900,179900,184900,184900,185900,184900,185000,184900,184500,188250,184900,189900,193000,199000,199700,199900,199900,197000,199900,199900,199900,196450,195000,209900,205000
"Ozone Park","New York","NY","New York","Queens",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399999,419000,424999,419000,439000,439000,429000,414500,419000,419000,435000,399000,359499.5,359000,399000,410000,422000,426000,449000,465000,469999,479000,469999,479499.5,469880,479900,495000,492499.5,499000
"Northeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",107,219500,214900,214900,209900,212493.5,214000,214900,214900,215000,199900,194900,192000,189900,189900,189000,189000,192000,192000,190999.5,192000,189900,183500,179000,179000,179900,175000,179500,184450,189900,189900,193900,189000,191200,189900,205000,209250,219250,219400,219900,219900,219900,219000,217000,224900,225000,219900,223000,219900,219950,221500,220000,224950,229900,231800,230000,226250,225000,230000,231900,229000,232500,230000,230000,239900,243900,239900,239900,235000,239900,242450,239900,239950,250950,245000,250000
"Queens Village","New York","NY","New York","Queens",108,349000,349000,349000,339000,329000,329000,330000,349000,359000,349000,344500,330000,325000,330000,329000,315000,319000,339000,329000,319000,322400,319900,322500,319000,325000,339000,333500,329000,329000,325000,315000,315000,299900,315000,359499.5,365000,370000,379000,389900,389900,387700,389000,379949.5,379900,379949.5,388450,399000,399900,399999,399900,409999.5,419000,410000,413450,419000,420000,425000,429000,429000,429000,429000,429000,446500,459000,449900,456999.5,458888,458944,449000,459990,449000,459000,479000,489000,479999
"Woodward Park","Fresno","CA","Fresno","Fresno",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314900,315000,309950,323495,317950,310000,309500,299999,308745,311600,310300,315000,309900,311450,319700,319500,319750,324950,325000,339000,339000,320000,339000,325000,329900,327000,339900,329900,325000
"Park Slope","New York","NY","New York","Kings",110,,,,,,,,,,,,,,,,592000,595000,615625,589000,579000,615000,615000,599000,616250,625000,635000,669500,720000,749000,725000,712500,699000,699500,675000,759500,775000,799000,830000,899000,925000,985000,940000,856750,850000,780000,765000,799000,809000,839000,874000,874000,859000,899000,849000,850000,899000,9e+05,975000,999000,995000,999000,1100000,999000,999000,979000,1050000,987000,950000,999000,995000,995000,995000,990000,995000,990000
"Winnetka Heights","Dallas","TX","Dallas-Fort Worth","Dallas",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117450,114900,117000,109900,98750,104950,100750,107955,108900,104999,107499.5,111700,114250,119500,119000,119500,118250,120495,119000,117000,124500
"Northside-Northline","Houston","TX","Houston","Harris",112,94700,89925,89900,89900,89900,89900,89900,90000,91000,95000,95000,92700,90000,89900,89900,89000,89000,89000,88450,87500,88000,85000,85000,85000,85000,82700,83500,85000,84950,83500,84497.5,88000,84900,80000,91000,85000,83000,85000,89450,98000,96500,98000,104900,107200,106400,104500,112000,108000,105000,104900,89600,99500,104995,105000,105000,99900,1e+05,1e+05,110000,99999,110000,118450,110000,107900,114500,119900,113500,117000,117450,119900,122450,122450,124450,129200,129750
"Albany Park","Chicago","IL","Chicago","Cook",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199950,170000,184900,175000,198000,194900,199000,199950,199900,209900,199900,202450,199900,197000,202449.5,190000,220000,219000,214900,220000,214900,214700,211488,199949.5,205000,222450,215900,229900,229900
"Green Run","Virginia Beach","VA","Virginia Beach","Virginia Beach City",114,175000,179000,178250,175000,175000,175000,175000,175000,175000,170000,169900,167000,165000,164900,159841.5,155000,164950,160000,159900,164836,160000,159900,154000,145000,145000,145000,143350,140950,145000,160600,157150,149900,149950,147850,168000,171250,169900,164950,168000,170811,175000,179500,175000,175000,175375,169900,170000,173720,170000,179900,180500,189450,194700,190000,186000,185000,179900,180000,176900,179900,175000,174900,184900,189556,189900,189450,190825,192250,190000,189950,189900,191000,195000,189900,189000
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174900,174850,174900,174000,180000,179950,180000,184950,181500,179900,179900,184900,189000,194950,199450,214000,215000,189900,184900,188700,199900,194500,210000,224950,216500,211000,209900,219000,215000,2e+05,196500,197500,199450,217400,218900
"Brownsville","New York","NY","New York","Kings",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344000,349450,369000,359500,350000,309000,312000,317000,329000,349500,334000,325000,325000,349000,350000,315000,312500,325000,349000,409500,419000,399999,399499.5,399999,399999.5,399000,4e+05,399500,399000
"Richmond Hill","New York","NY","New York","Queens",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000,429009,439000,439000,449000,429000,399000,429000,429000,449000,439000,439000,445000,445000,439000,442000,439000,445000,445999,468000,469000,469000,469000,449999,479450,499000,499000,499999,515000
"Rogers Park","Chicago","IL","Chicago","Cook",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,164950,149950,170000,170000,169000,179900,178000,175000,169900,175000,169500,164900,162900,174900,178250,189900
"Hoover","Fresno","CA","Fresno","Fresno",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169250,168700,165700,159900,162500,169900,179947.5,179900,179500,180000,179500,179000,170725,178750,177900,181250,184950,189000,199900,2e+05,2e+05,199900,199000,194950,179950,182250,181000,189900,199000
"Fresno High Roeding","Fresno","CA","Fresno","Fresno",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131950,126500,133500,130000,138500,149000,140000,139900,145000,149900,146450,139499.5,142000,145500,140000,144950,144950,155000,155000,154000,154900,155000,159500,158000,159000,158000,154900,153000,151000
"The Heights","Jersey City","NJ","New York","Hudson",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,298000,279000,295000,277500,289000,289000,299000,299000,327000,339000,339000,324900,319450,324900,319000,309000,299900,325000,354500,349000,348000.5,349950,369000,359000,360000,359000,375000,369000
"Raleigh","Memphis","TN","Memphis","Shelby",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,59900,56900,49900,53820,54700,54900,54900,53910,55000,54900,50000,50000,48000,49900,49900,49900,50000,50000,54900,55000,53000,55250,53500,52750,50000,49900,49900,50000
